date,CR-V32-High-Vis-Orange-7XL,CR-V32-High-Vis-Orange-5XL,CR-V32-High-Vis-Orange-3XL,CR-V32-High-Vis-Orange-2XL,CR-V32-High-Vis-Orange-XL,CR-V32-High-Vis-Orange-L,CR-V32-High-Vis-Orange-M,CR-V32-High-Vis-Orange-S,CR-V32-High-Vis-Orange-XS
18/01/2022,0,0,0,0,0,0,0,0,0
19/01/2022,0,0,0,0,0,0,0,0,0
20/01/2022,0,0,0,0,0,0,0,0,0
21/01/2022,0,0,0,0,0,0,0,0,0
22/01/2022,0,0,0,0,0,0,0,0,0
23/01/2022,0,0,0,0,0,0,0,0,0
24/01/2022,0,0,0,0,0,0,0,0,0
25/01/2022,0,0,0,0,0,0,0,0,0
26/01/2022,0,0,0,0,0,0,0,0,0
27/01/2022,0,0,0,0,0,0,0,0,0
28/01/2022,0,0,0,0,0,0,0,0,0
29/01/2022,0,0,0,0,0,0,0,0,0
30/01/2022,0,0,0,0,0,0,0,0,0
31/01/2022,0,0,0,0,0,0,0,0,0
01/02/2022,0,0,0,0,0,0,0,0,0
02/02/2022,0,0,0,0,0,0,0,0,0
03/02/2022,0,0,0,0,0,0,0,0,0
04/02/2022,0,0,0,0,0,0,0,0,0
05/02/2022,0,0,0,0,0,0,0,0,0
06/02/2022,0,0,0,0,0,0,0,0,0
07/02/2022,0,0,0,0,0,0,0,0,0
08/02/2022,0,0,0,0,0,0,0,0,0
09/02/2022,0,0,0,0,0,0,0,0,0
10/02/2022,0,0,0,0,0,0,0,0,0
11/02/2022,0,0,0,0,0,0,0,0,0
12/02/2022,0,0,0,0,0,0,0,0,0
13/02/2022,0,0,0,0,0,0,0,0,0
14/02/2022,0,0,0,0,0,0,0,0,0
15/02/2022,0,0,0,0,0,0,0,0,0
16/02/2022,0,0,0,0,0,0,0,0,0
17/02/2022,0,0,0,0,0,0,0,0,0
18/02/2022,0,0,0,0,0,0,0,0,0
19/02/2022,0,0,0,0,0,0,0,0,0
20/02/2022,0,0,0,0,0,0,0,0,0
21/02/2022,0,0,0,0,0,0,0,0,0
22/02/2022,0,0,0,0,0,0,0,0,0
23/02/2022,0,0,0,0,0,0,0,0,0
24/02/2022,0,0,0,0,0,0,0,0,0
25/02/2022,0,0,0,0,0,0,0,0,0
26/02/2022,0,0,0,0,0,0,0,0,0
27/02/2022,0,0,0,0,0,0,0,0,0
28/02/2022,0,0,0,0,0,0,0,0,0
01/03/2022,0,0,0,0,0,0,0,0,0
02/03/2022,0,0,0,0,0,0,0,0,0
03/03/2022,0,0,0,0,0,0,0,0,0
04/03/2022,0,0,0,0,0,0,0,0,0
05/03/2022,0,0,0,0,0,0,0,0,0
06/03/2022,0,0,0,0,0,0,0,0,0
07/03/2022,0,0,0,0,0,0,0,0,0
08/03/2022,0,0,0,0,0,0,0,0,0
09/03/2022,0,0,0,0,0,0,0,0,0
10/03/2022,0,0,0,0,0,0,0,0,0
11/03/2022,0,0,0,0,0,0,0,0,0
12/03/2022,0,0,0,0,0,0,0,0,0
13/03/2022,0,0,0,0,0,0,0,0,0
14/03/2022,0,0,0,0,0,0,0,0,0
15/03/2022,0,0,0,0,0,0,0,0,0
16/03/2022,0,0,0,0,0,0,0,0,0
17/03/2022,0,0,0,0,0,0,0,0,0
18/03/2022,0,0,0,0,0,0,0,0,0
19/03/2022,0,0,0,0,0,0,0,0,0
20/03/2022,0,0,0,0,0,0,0,0,0
21/03/2022,0,0,0,0,0,0,0,0,0
22/03/2022,0,0,0,0,0,0,0,0,0
23/03/2022,0,0,0,0,0,0,0,0,0
24/03/2022,0,0,0,0,0,0,0,0,0
25/03/2022,0,0,0,0,0,0,0,0,0
26/03/2022,0,0,0,0,0,0,0,0,0
27/03/2022,0,0,0,0,0,0,0,0,0
28/03/2022,0,0,0,0,0,0,0,0,0
29/03/2022,0,0,0,0,0,0,0,0,0
30/03/2022,0,0,0,0,0,0,0,0,0
31/03/2022,0,0,0,0,0,0,0,0,0
01/04/2022,0,0,0,0,0,0,0,0,0
02/04/2022,0,0,0,0,0,0,0,0,0
03/04/2022,0,0,0,0,0,0,0,0,0
04/04/2022,0,0,0,0,0,0,0,0,0
05/04/2022,0,0,0,0,0,0,0,0,0
06/04/2022,0,0,0,0,0,0,0,0,0
07/04/2022,0,0,0,0,0,0,0,0,0
08/04/2022,0,0,0,0,0,0,0,0,0
09/04/2022,0,0,0,0,0,0,0,0,0
10/04/2022,0,0,0,0,0,0,0,0,0
11/04/2022,0,0,0,0,0,0,0,0,0
12/04/2022,0,0,0,0,0,0,0,0,0
13/04/2022,0,0,0,0,0,0,0,0,0
14/04/2022,0,0,0,0,0,0,0,0,0
15/04/2022,0,0,0,0,0,0,0,0,0
16/04/2022,0,0,0,0,0,0,0,0,0
17/04/2022,0,0,0,0,0,0,0,0,0
18/04/2022,0,0,0,0,0,0,0,0,0
19/04/2022,0,0,0,0,0,0,0,0,0
20/04/2022,0,0,0,0,0,0,0,0,0
21/04/2022,0,0,0,0,0,0,0,0,0
22/04/2022,0,0,0,0,0,0,0,0,0
23/04/2022,0,0,0,0,0,0,0,0,0
24/04/2022,0,0,0,0,0,0,0,0,0
25/04/2022,0,0,0,0,0,0,0,0,0
26/04/2022,0,0,0,0,0,0,0,0,0
27/04/2022,0,0,0,0,0,0,0,0,0
28/04/2022,0,0,0,0,0,0,0,0,0
29/04/2022,0,0,0,0,0,0,0,0,0
30/04/2022,0,0,0,0,0,0,0,0,0
01/05/2022,0,0,0,0,0,0,0,0,0
02/05/2022,0,0,0,0,0,0,0,0,0
03/05/2022,0,0,0,0,0,0,0,0,0
04/05/2022,0,0,0,0,0,0,0,0,0
05/05/2022,0,0,0,0,0,0,0,0,0
06/05/2022,0,0,0,0,0,0,0,0,0
07/05/2022,0,0,0,0,0,0,0,0,0
08/05/2022,0,0,0,0,0,0,0,0,0
09/05/2022,0,0,0,0,0,0,0,0,0
10/05/2022,0,0,0,0,0,0,0,0,0
11/05/2022,0,0,0,0,0,0,0,0,0
12/05/2022,0,0,0,0,0,0,0,0,0
13/05/2022,0,0,0,0,0,0,0,0,0
14/05/2022,0,0,0,0,0,0,0,0,0
15/05/2022,0,0,0,0,0,0,0,0,0
16/05/2022,0,0,0,0,0,0,0,0,0
17/05/2022,0,0,0,0,0,0,0,0,0
18/05/2022,0,0,0,0,0,0,0,0,0
19/05/2022,0,0,0,0,0,0,0,0,0
20/05/2022,0,0,0,0,0,0,0,0,0
21/05/2022,0,0,0,0,0,0,0,0,0
22/05/2022,0,0,0,0,0,0,0,0,0
23/05/2022,0,0,0,0,0,0,0,0,0
24/05/2022,0,0,0,0,0,0,0,0,0
25/05/2022,0,0,0,0,0,0,0,0,0
26/05/2022,0,0,0,0,0,0,0,0,0
27/05/2022,0,0,0,0,0,0,0,0,0
28/05/2022,0,0,0,0,0,0,0,0,0
29/05/2022,0,0,0,0,0,0,0,0,0
30/05/2022,0,0,0,0,0,0,0,0,0
31/05/2022,0,0,0,0,0,0,0,0,0
01/06/2022,0,0,0,0,0,0,0,0,0
02/06/2022,0,0,0,0,0,0,0,0,0
03/06/2022,0,0,0,0,0,0,0,0,0
04/06/2022,0,0,0,0,0,0,0,0,0
05/06/2022,0,0,0,0,0,0,0,0,0
06/06/2022,0,0,0,0,0,0,0,0,0
07/06/2022,0,0,0,0,0,0,0,0,0
08/06/2022,0,0,0,0,0,0,0,0,0
09/06/2022,0,0,0,0,0,0,0,0,0
10/06/2022,0,0,0,0,0,0,0,0,0
11/06/2022,0,0,0,0,0,0,0,0,0
12/06/2022,0,0,0,0,0,0,0,0,0
13/06/2022,0,0,0,0,0,0,0,0,0
14/06/2022,0,0,0,0,0,0,0,0,0
15/06/2022,0,0,0,0,0,0,0,0,0
16/06/2022,0,0,0,0,0,0,0,0,0
17/06/2022,0,0,0,0,0,0,0,0,0
18/06/2022,0,0,0,0,0,0,0,0,0
19/06/2022,0,0,0,0,0,0,0,0,0
20/06/2022,0,0,0,0,0,0,0,0,0
21/06/2022,0,0,0,0,0,0,0,0,0
22/06/2022,0,0,0,0,0,0,0,0,0
23/06/2022,0,0,0,0,0,0,0,0,0
24/06/2022,0,0,0,0,0,0,0,0,0
25/06/2022,0,0,0,0,0,0,0,0,0
26/06/2022,0,0,0,0,0,0,0,0,0
27/06/2022,0,0,0,0,0,0,0,0,0
28/06/2022,0,0,0,0,0,0,0,0,0
29/06/2022,0,0,0,0,0,0,0,0,0
30/06/2022,0,0,0,0,0,0,0,0,0
01/07/2022,0,0,0,0,0,0,0,0,0
02/07/2022,0,0,0,0,0,0,0,0,0
03/07/2022,0,0,0,0,0,0,0,0,0
04/07/2022,0,0,0,0,0,0,0,0,0
05/07/2022,0,0,0,0,0,0,0,0,0
06/07/2022,0,0,0,0,0,0,0,0,0
07/07/2022,0,0,0,0,0,0,0,0,0
08/07/2022,0,0,0,0,0,0,0,0,0
09/07/2022,0,0,0,1,5,5,2,0,0
10/07/2022,0,0,0,0,0,0,0,0,0
11/07/2022,0,0,0,0,0,0,0,0,0
12/07/2022,0,0,0,0,0,0,0,0,0
13/07/2022,0,0,0,0,0,0,0,0,0
14/07/2022,0,0,0,0,0,0,0,0,0
15/07/2022,0,0,0,0,0,0,0,0,0
16/07/2022,0,0,0,0,5,5,5,0,0
17/07/2022,0,0,0,0,0,0,0,0,0
18/07/2022,0,0,0,0,0,0,0,0,0
19/07/2022,0,6,14,10,0,0,0,0,0
20/07/2022,0,0,0,0,0,0,0,0,0
21/07/2022,0,0,0,0,0,0,0,0,0
22/07/2022,0,0,0,0,0,0,0,0,0
23/07/2022,0,0,0,0,0,0,0,0,0
24/07/2022,0,0,0,0,0,0,0,0,0
25/07/2022,0,0,0,1,1,1,1,0,0
26/07/2022,0,0,0,0,0,0,0,0,0
27/07/2022,0,0,0,0,0,20,1,0,0
28/07/2022,0,0,0,0,0,1,2,0,0
29/07/2022,0,0,0,0,0,0,0,0,0
30/07/2022,0,0,0,0,0,0,0,0,0
31/07/2022,0,0,0,0,0,0,0,0,0
01/08/2022,0,0,0,0,0,0,0,0,0
02/08/2022,0,0,0,0,0,0,0,2,0
03/08/2022,0,0,0,0,0,0,0,0,0
04/08/2022,0,0,0,0,0,0,0,0,0
05/08/2022,0,0,0,0,0,0,0,0,0
06/08/2022,0,0,0,0,0,0,0,0,0
07/08/2022,0,0,0,0,0,0,0,0,0
08/08/2022,0,0,0,0,0,0,0,0,2
09/08/2022,0,0,0,0,0,0,0,0,0
10/08/2022,0,0,0,0,0,0,0,0,0
11/08/2022,0,0,0,0,0,0,0,0,0
12/08/2022,0,0,0,0,0,0,0,0,0
13/08/2022,0,0,0,0,0,0,0,0,0
14/08/2022,0,0,0,0,0,0,0,0,0
15/08/2022,0,0,0,0,0,0,0,0,0
16/08/2022,0,0,3,5,7,15,12,3,0
17/08/2022,0,0,0,0,0,3,0,0,0
18/08/2022,0,0,0,7,10,10,5,0,20
19/08/2022,0,0,0,0,0,0,0,0,0
20/08/2022,0,0,0,0,0,0,0,0,0
21/08/2022,0,0,0,0,0,0,0,0,0
22/08/2022,0,0,0,0,0,0,0,0,0
23/08/2022,0,0,0,2,1,1,1,0,2
24/08/2022,0,0,0,0,0,1,0,0,0
25/08/2022,0,0,0,12,32,32,22,12,0
26/08/2022,0,0,0,0,0,0,0,0,0
27/08/2022,0,0,0,0,0,0,0,0,0
28/08/2022,0,0,0,0,0,0,0,0,0
29/08/2022,0,0,0,1,0,3,1,0,0
30/08/2022,0,0,5,5,10,10,5,0,0
31/08/2022,0,0,0,5,0,0,0,0,0
01/09/2022,0,0,0,0,80,80,80,40,0
02/09/2022,0,0,0,0,0,0,0,0,0
03/09/2022,0,0,0,0,0,0,0,0,0
04/09/2022,0,0,0,0,0,0,0,0,0
05/09/2022,0,0,0,10,22,31,16,2,1
06/09/2022,0,0,0,0,0,0,0,0,0
07/09/2022,0,1,1,0,0,0,0,0,0
08/09/2022,0,0,0,0,0,0,0,0,0
09/09/2022,0,0,0,0,0,0,0,0,0
10/09/2022,0,0,0,0,0,0,0,0,0
11/09/2022,0,0,0,0,0,0,0,0,0
12/09/2022,0,0,0,0,5,75,25,20,0
13/09/2022,0,0,0,0,0,0,0,0,0
14/09/2022,0,0,0,19,4,2,1,0,0
15/09/2022,0,0,0,0,0,0,0,0,0
16/09/2022,0,0,0,0,0,0,0,0,0
17/09/2022,0,0,0,0,0,0,0,0,0
18/09/2022,0,0,0,0,0,0,0,0,0
19/09/2022,0,0,0,0,50,50,0,0,0
20/09/2022,0,0,1,3,0,12,0,0,0
21/09/2022,1,0,0,2,0,0,4,0,0
22/09/2022,0,0,0,0,0,0,0,0,0
23/09/2022,0,0,0,0,0,0,0,0,0
24/09/2022,0,0,0,3,2,0,0,0,0
25/09/2022,0,0,0,0,0,0,0,0,0
26/09/2022,0,0,0,10,10,10,10,0,0
27/09/2022,0,0,0,0,5,10,10,5,0
28/09/2022,0,0,0,0,0,0,0,0,0
29/09/2022,0,0,0,0,0,0,0,0,0
30/09/2022,0,0,0,0,0,0,0,0,0
01/10/2022,0,0,0,0,0,0,0,0,0
02/10/2022,0,0,0,0,0,0,0,0,0
03/10/2022,0,0,0,0,0,0,0,0,0
04/10/2022,0,0,0,0,0,0,2,0,0
05/10/2022,0,0,0,0,0,0,0,0,0
06/10/2022,0,0,0,0,1,0,0,0,0
07/10/2022,0,0,0,0,0,0,0,0,0
08/10/2022,0,0,0,0,0,0,0,0,0
09/10/2022,0,0,0,0,3,19,18,2,0
10/10/2022,0,0,0,0,0,0,0,0,0
11/10/2022,0,0,0,0,0,0,0,0,0
12/10/2022,0,0,0,0,0,0,0,0,0
13/10/2022,0,0,0,0,0,0,0,0,0
14/10/2022,0,0,0,0,0,0,0,0,0
15/10/2022,0,1,0,0,1,50,0,0,0
16/10/2022,0,0,1,1,1,3,2,1,0
17/10/2022,0,2,3,2,2,2,2,0,0
18/10/2022,0,0,0,0,0,0,0,0,0
19/10/2022,0,0,0,1,1,2,2,1,0
20/10/2022,0,0,0,0,0,0,0,0,0
21/10/2022,0,0,0,0,0,0,0,0,0
22/10/2022,0,0,0,0,20,25,15,0,0
23/10/2022,0,0,0,0,0,0,1,0,0
24/10/2022,2,0,0,10,10,15,10,0,0
25/10/2022,0,0,0,10,10,19,10,0,0
26/10/2022,0,0,0,0,0,0,0,0,0
27/10/2022,0,0,0,0,0,0,0,0,0
28/10/2022,0,0,0,0,0,0,0,0,0
29/10/2022,0,0,0,0,0,0,0,6,2
30/10/2022,0,0,0,0,0,0,0,0,0
31/10/2022,0,0,0,0,0,6,4,0,0
01/11/2022,0,0,2,3,3,6,4,0,0
02/11/2022,0,0,0,10,0,0,15,0,0
03/11/2022,0,0,0,0,0,0,0,0,0
04/11/2022,0,0,0,0,0,0,0,0,0
05/11/2022,0,0,0,0,0,0,0,0,0
06/11/2022,0,0,5,0,0,2,0,0,0
07/11/2022,0,0,0,0,2,4,4,4,0
08/11/2022,0,4,4,4,6,7,11,0,0
09/11/2022,0,0,0,0,1,0,6,2,0
10/11/2022,0,0,0,0,15,0,0,0,0
11/11/2022,0,0,0,0,0,0,0,0,0
12/11/2022,0,0,0,0,0,0,0,12,4
13/11/2022,0,0,0,0,0,0,0,0,0
14/11/2022,0,0,0,0,0,0,0,0,0
15/11/2022,0,0,0,0,0,2,2,0,0
16/11/2022,0,0,0,4,56,109,206,204,0
17/11/2022,0,2,4,3,5,9,1,0,0
18/11/2022,0,0,0,0,0,0,0,0,0
19/11/2022,0,1,2,3,5,12,9,1,1
20/11/2022,0,0,0,10,10,20,10,10,0
21/11/2022,0,0,0,0,0,0,0,0,0
22/11/2022,0,0,0,0,3,5,0,0,0
23/11/2022,0,0,0,0,2,2,0,0,0
24/11/2022,0,0,0,0,0,0,0,0,0
25/11/2022,0,0,0,0,0,4,0,0,0
26/11/2022,0,0,0,0,0,0,0,0,0
27/11/2022,0,0,0,0,0,2,0,0,0
28/11/2022,0,0,0,0,0,0,1,0,0
29/11/2022,0,0,0,0,0,0,0,0,0
30/11/2022,0,0,0,0,0,0,0,0,0
01/12/2022,0,0,0,0,0,5,5,0,0
02/12/2022,0,0,0,0,0,0,0,0,0
03/12/2022,0,0,0,10,30,20,10,0,0
04/12/2022,0,0,0,0,28,28,0,0,0
05/12/2022,0,0,0,0,0,0,3,3,2
06/12/2022,0,0,0,11,31,20,11,0,0
07/12/2022,0,0,0,0,0,0,0,0,0
08/12/2022,0,0,0,0,0,0,0,0,0
09/12/2022,0,0,0,0,0,0,0,0,0
10/12/2022,0,0,0,0,0,0,0,0,0
11/12/2022,0,0,0,0,0,0,0,0,0
12/12/2022,0,0,0,0,10,0,0,0,0
13/12/2022,0,0,0,4,12,12,8,0,1
14/12/2022,0,0,0,0,0,5,5,0,0
15/12/2022,0,0,0,0,0,15,15,0,0
16/12/2022,0,0,0,0,0,0,0,0,0
17/12/2022,0,0,0,0,0,0,0,0,0
18/12/2022,0,0,0,0,0,0,0,0,0
19/12/2022,0,0,0,0,0,0,0,0,0
20/12/2022,0,0,0,0,0,0,0,0,0
21/12/2022,0,0,0,10,15,9,18,2,0
22/12/2022,0,0,0,0,0,0,0,0,0
23/12/2022,0,0,0,0,0,0,0,0,0
24/12/2022,0,0,0,0,0,0,0,0,0
25/12/2022,0,0,0,0,0,0,0,0,0
26/12/2022,0,0,0,0,0,0,0,0,0
27/12/2022,0,0,0,0,0,0,0,0,0
28/12/2022,0,0,0,0,0,0,0,0,0
29/12/2022,0,0,0,10,30,45,15,0,0
30/12/2022,0,0,0,0,0,0,0,0,0
31/12/2022,0,0,0,0,0,0,0,0,0
01/01/2023,0,0,1,0,5,10,5,0,0
02/01/2023,0,0,0,0,0,0,0,0,0
03/01/2023,0,0,0,0,0,25,25,0,0
04/01/2023,0,0,0,10,35,25,10,0,0
05/01/2023,0,0,0,0,0,0,0,0,0
06/01/2023,0,0,0,0,0,0,0,0,0
07/01/2023,0,0,0,0,0,0,0,0,0
08/01/2023,0,0,0,0,0,1,0,0,0
09/01/2023,0,0,1,4,8,7,2,0,0
10/01/2023,0,0,0,6,7,10,82,75,0
11/01/2023,0,0,0,0,0,0,0,0,0
12/01/2023,0,0,0,17,0,0,0,0,0
13/01/2023,0,0,0,0,0,0,0,0,0
14/01/2023,0,0,0,0,0,0,0,0,0
15/01/2023,0,0,0,0,2,7,2,0,0
16/01/2023,0,0,0,0,30,0,0,0,0
17/01/2023,0,0,0,0,0,0,0,0,0
18/01/2023,0,0,0,0,2,4,4,0,0
19/01/2023,0,0,0,0,0,0,0,0,0
20/01/2023,0,0,0,0,0,0,0,0,0
21/01/2023,0,0,0,0,0,0,0,0,0
22/01/2023,0,0,0,10,18,14,0,6,2
23/01/2023,0,0,0,4,0,0,0,0,0
24/01/2023,0,0,0,0,0,0,1,0,0
25/01/2023,0,0,0,0,0,2,0,0,0
26/01/2023,0,0,0,0,0,21,10,0,0
27/01/2023,0,0,0,0,0,0,0,0,0
28/01/2023,0,0,2,2,2,2,2,0,0
29/01/2023,0,0,0,0,0,0,0,0,0
30/01/2023,0,0,0,0,0,100,0,0,0
31/01/2023,0,0,0,0,1,15,16,0,0
01/02/2023,0,0,0,0,5,10,5,5,0
02/02/2023,0,0,0,0,0,0,20,1,0
03/02/2023,0,0,0,0,0,0,0,0,0
04/02/2023,0,0,0,0,0,0,0,0,0
05/02/2023,0,0,2,5,46,45,8,2,2
06/02/2023,0,0,0,7,11,11,4,0,0
07/02/2023,0,0,0,0,0,0,0,0,0
08/02/2023,0,2,0,2,21,29,35,0,0
09/02/2023,0,0,0,0,0,0,0,0,0
10/02/2023,0,0,0,0,0,0,0,0,0
11/02/2023,0,0,10,10,0,30,0,0,0
12/02/2023,0,0,0,0,0,0,0,0,0
13/02/2023,0,0,5,10,23,23,13,8,0
14/02/2023,0,0,0,1,6,326,21,1,1
15/02/2023,2,8,8,3,3,3,3,0,0
16/02/2023,0,0,0,1,0,0,0,0,0
17/02/2023,0,0,0,1,1,8,13,15,0
18/02/2023,0,0,0,6,10,10,0,0,0
19/02/2023,0,0,0,0,0,16,18,0,0
20/02/2023,0,0,0,4,4,5,5,0,0
21/02/2023,0,0,0,1,3,3,23,1,1
22/02/2023,0,0,0,0,0,12,0,0,0
23/02/2023,0,0,0,0,10,10,0,5,2
24/02/2023,0,0,0,0,0,0,0,0,0
25/02/2023,0,0,0,2,3,2,0,0,0
26/02/2023,0,0,0,0,0,8,0,7,6
27/02/2023,0,0,0,1,0,6,4,8,0
28/02/2023,0,0,0,0,0,2,0,0,0
01/03/2023,0,0,0,0,0,0,15,15,10
02/03/2023,0,0,0,0,5,5,0,5,0
03/03/2023,0,0,0,0,0,0,0,0,0
04/03/2023,0,0,0,0,0,0,0,0,0
05/03/2023,0,0,0,2,5,5,0,2,0
06/03/2023,0,0,0,0,0,0,0,0,0
07/03/2023,0,0,0,0,0,0,0,0,0
08/03/2023,0,6,0,10,13,16,0,7,0
09/03/2023,0,0,0,0,12,0,0,0,0
10/03/2023,0,0,0,0,0,0,0,0,0
11/03/2023,0,0,0,0,0,0,0,0,0
12/03/2023,0,0,2,3,10,10,0,5,3
13/03/2023,0,0,0,0,10,11,10,5,0
14/03/2023,0,0,3,4,28,19,21,12,8
15/03/2023,0,0,0,0,0,5,0,0,0
16/03/2023,0,0,0,0,0,0,0,0,0
17/03/2023,0,0,0,0,0,0,0,0,0
18/03/2023,0,0,0,0,0,0,0,0,0
19/03/2023,0,0,0,0,0,0,0,0,0
20/03/2023,0,0,0,0,0,0,0,0,0
21/03/2023,0,0,0,0,0,0,0,0,0
22/03/2023,0,0,0,0,51,50,0,0,0
23/03/2023,0,0,0,0,0,0,0,0,0
24/03/2023,0,0,0,0,0,0,0,0,0
25/03/2023,0,0,0,0,0,0,0,0,0
26/03/2023,0,0,0,0,0,0,0,18,0
27/03/2023,0,0,0,0,0,0,0,0,0
28/03/2023,0,0,0,2,1,0,0,0,0
29/03/2023,0,0,0,1,0,0,0,0,0
30/03/2023,2,2,2,4,8,8,8,2,0
31/03/2023,0,0,0,0,0,0,0,0,0
01/04/2023,0,0,0,0,0,0,0,0,0
02/04/2023,0,0,0,0,40,10,0,0,0
03/04/2023,0,0,0,0,5,2,0,0,0
04/04/2023,0,0,0,0,0,21,15,0,0
05/04/2023,0,0,0,0,1,0,0,0,0
06/04/2023,0,0,0,0,0,0,0,0,0
07/04/2023,0,0,0,0,0,0,0,0,0
08/04/2023,0,0,0,0,0,0,0,0,0
09/04/2023,0,0,0,0,0,4,4,0,0
10/04/2023,0,0,0,0,0,0,0,0,0
11/04/2023,0,0,0,0,0,0,0,0,0
12/04/2023,0,0,0,10,12,13,13,14,0
13/04/2023,0,0,0,8,0,0,12,0,0
14/04/2023,0,0,0,0,0,0,0,0,0
15/04/2023,0,0,0,0,0,1,1,0,0
16/04/2023,0,0,0,0,0,0,0,4,0
17/04/2023,0,0,0,0,0,0,0,4,0
18/04/2023,0,0,0,0,20,20,40,0,0
19/04/2023,0,0,0,8,4,2,12,0,0
20/04/2023,0,0,0,0,0,45,20,10,0
21/04/2023,0,0,0,0,0,0,0,0,0
22/04/2023,0,0,0,0,0,0,0,0,0
23/04/2023,0,0,0,0,0,0,0,0,0
24/04/2023,0,0,0,0,40,0,0,0,0
25/04/2023,0,0,0,0,0,0,0,0,0
26/04/2023,0,0,0,0,25,25,0,0,0
27/04/2023,0,0,0,0,0,0,0,0,0
28/04/2023,0,0,0,0,0,0,0,0,0
29/04/2023,0,0,0,0,0,0,0,0,0
30/04/2023,0,0,0,4,0,4,0,0,0
01/05/2023,0,0,0,0,0,0,0,0,0
02/05/2023,0,0,0,0,0,0,0,0,0
03/05/2023,0,0,55,55,110,110,110,50,0
04/05/2023,0,0,0,0,6,6,0,0,0
05/05/2023,0,0,0,0,0,0,0,0,0
06/05/2023,0,0,0,0,0,0,0,0,0
07/05/2023,0,0,0,0,0,0,0,0,0
08/05/2023,0,0,0,0,0,0,0,0,0
09/05/2023,0,0,0,0,0,0,0,0,0
10/05/2023,0,0,0,0,2,0,25,0,0
11/05/2023,0,0,0,0,0,0,0,0,0
12/05/2023,0,0,0,0,0,0,0,0,0
13/05/2023,0,0,0,0,0,0,0,0,0
14/05/2023,0,1,1,0,0,0,0,0,0
15/05/2023,0,0,0,8,0,0,13,0,0
16/05/2023,0,6,6,6,8,8,8,8,0
17/05/2023,0,0,0,0,0,23,0,0,0
18/05/2023,0,0,0,0,0,0,0,0,0
19/05/2023,0,0,0,0,0,0,0,0,0
20/05/2023,0,0,0,0,0,0,0,0,0
21/05/2023,0,0,0,2,12,12,3,0,0
22/05/2023,0,0,0,0,0,2,2,0,0
23/05/2023,0,0,5,10,10,10,10,5,0
24/05/2023,0,0,0,2,2,3,3,2,0
25/05/2023,0,0,0,0,10,10,10,0,0
26/05/2023,0,0,0,0,0,0,0,0,0
27/05/2023,0,0,0,0,0,0,0,0,0
28/05/2023,0,0,0,5,6,17,11,16,1
29/05/2023,0,0,0,0,0,10,10,0,0
30/05/2023,0,0,0,0,10,10,10,15,0
